"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","RSSD","CU_TYPE","CU_NAME","CITY","STATE","CharterState","STATE_CODE","ZIP_CODE","COUNTY_CODE","CONG_DIST","SMSA","ATTENTION_OF","STREET","REGION","SE","DISTRICT","YEAR_OPENED","TOM_CODE","LIMITED_INC","ISSUE_DATE","Peer_Group","Quarter_Flag"
68573,6/30/2019 0:00:00,9873,"208084","2","EMORY ALLIANCE","DECATUR","GA","Georgia",13,"30030",89,4,520,"","1237 CLAIRMONT RD","2 ","D",5,1968,"99  ",0,1/1/1968 0:00:00,5,0
68574,6/30/2019 0:00:00,4589,"23287","2","GENERAL ELECTRIC","CINCINNATI","OH","Ohio",39,"45241-2523",61,1,1640,"","10485 READING RD","1 ","Y",7,1954,"99  ",0,6/21/1954 0:00:00,6,0
68575,6/30/2019 0:00:00,5056,"739083","2","MAX","Montgomery","AL","Alabama",1,"36124-4040",101,2,5240,"","P.O. Box 244040","2 ","M",4,1955,"99  ",1,1/1/1955 0:00:00,6,0
68576,6/30/2019 0:00:00,14230,"754693","2","KITSAP","BREMERTON","WA","Washington",53,"98337-5606",35,6,1150,"","PO BOX 990","3 ","I",1,1934,"99  ",0,11/1/1934 0:00:00,6,0
68577,6/30/2019 0:00:00,5294,"31394","2","INDIANA UNIVERSITY","BLOOMINGTON","IN","Indiana",18,"47402",105,9,1020,"","PO BOX 368","2 ","L",5,1956,"99  ",1,2/15/1956 0:00:00,6,0
68578,6/30/2019 0:00:00,3553,"112789","2","WANIGAS","SAGINAW","MI","Michigan",26,"48601-3107",145,5,6960,"","1837 BAGLEY STREET","1 ","Q",7,1952,"99  ",0,2/29/1952 0:00:00,5,0
68579,6/30/2019 0:00:00,15012,"461496","2","PATELCO","Pleasanton","CA","California",6,"94588",1,15,7360,"","5050 Hopyard Rd","3 ","L",4,1936,"99  ",0,6/10/1936 0:00:00,6,0
68581,6/30/2019 0:00:00,3302,"542582","2","LGE COMMUNITY","MARIETTA","GA","Georgia",13,"30060",67,11,520,"","430 COMMERCE PARK DR SE","2 ","F",4,1951,"99  ",0,1/1/1951 0:00:00,6,0
68583,6/30/2019 0:00:00,18001,"630993","2","AVADIAN","Birmingham","AL","Alabama",1,"35236",117,6,1000,"","PO Box 360287","2 ","M",7,1934,"99  ",1,1/1/1934 0:00:00,6,0
68584,6/30/2019 0:00:00,4463,"971089","2","HARVESTER FINANCIAL","Indianapolis","IN","Indiana",18,"46239",97,7,3480,"","7020 Brookville Rd","2 ","L",9,1954,"99  ",1,3/18/1954 0:00:00,4,0
68586,6/30/2019 0:00:00,1093,"56276","2","HERITAGE SOUTH","SYLACAUGA","AL","Alabama",1,"35150",121,3,9998,"","P.O. BOX 128","2 ","M",7,1937,"99  ",1,1/1/1937 0:00:00,5,0
68587,6/30/2019 0:00:00,23780,"22691","2","ASSOCIATED SCHOOL EMPLOYEES","Youngstown","OH","Ohio",39,"44515-4055",99,13,9320,"MICHAEL J. KURISH","1690 S. Canfiled Niles Rd","1 ","N",9,1958,"99  ",0,4/30/1959 0:00:00,5,0
68588,6/30/2019 0:00:00,21555,"271396","2","CONSUMERS COOPERATIVE","GURNEE","IL","Illinois",17,"60031-9182",97,14,1600,"","1075 TRI STATE PKWY STE #850","3 ","A",4,1930,"99  ",0,1/1/1970 0:00:00,6,0
68589,6/30/2019 0:00:00,15446,"104195","2","UNITY ONE","Fort Worth","TX","Texas",48,"76131",439,12,2800,"","6701 Burlington Blvd","2 ","N",5,1934,"99  ",0,5/24/1993 0:00:00,5,0
68590,6/30/2019 0:00:00,26420,"3921076","2","MID EAST TENNESSEE COMMUNITY","DECATUR","TN","Tennessee",47,"37322",121,4,9998,"","17640 STATE HIGHWAY 58 N","2 ","Q",4,2008,"99  ",1,10/2/2008 0:00:00,3,0
68593,6/30/2019 0:00:00,1911,"176071","2","FIRST LEGACY COMMUNITY","CHARLOTTE","NC","North Carolina",37,"28216",119,12,1520,"","431 BEATTIES FORD ROAD","2 ","F",6,1941,"99  ",1,1/1/1941 0:00:00,3,0
68594,6/30/2019 0:00:00,3548,"329381","2","ICON","BOISE","ID","Idaho",16,"83714",1,2,1080,"","7615 W RIVERSIDE DRIVE","3 ","H",5,1952,"99  ",1,12/22/2008 0:00:00,5,0
68595,6/30/2019 0:00:00,3439,"561387","2","ALABAMA ONE","TUSCALOOSA","AL","Alabama",1,"35404-5842",125,7,8600,"","1215 VETERANS MEMORIAL PKWY","2 ","M",4,1951,"99  ",1,1/1/1951 0:00:00,6,0
68596,6/30/2019 0:00:00,6776,"782481","2","FIRST TRUST","MICHIGAN CITY","IN","Indiana",18,"46360",91,1,9998,"","P.O. BOX 2116","2 ","L",1,1959,"99  ",0,12/31/1959 0:00:00,5,0
68597,6/30/2019 0:00:00,23046,"942397","2","DECATUR EARTHMOVER","Forsyth","IL","Illinois",17,"62535",115,13,2040,"","260 W Marion Ave","3 ","A",9,1956,"99  ",0,1/1/1956 0:00:00,5,0
68598,6/30/2019 0:00:00,21527,"769594","2","DEERE EMPLOYEES","Moline","IL","Illinois",17,"61265-6471",161,17,1960,"","3950 38th Ave","3 ","A",7,1935,"99  ",0,1/1/1935 0:00:00,6,0
68599,6/30/2019 0:00:00,24033,"456894","2","SOUTHEAST FINANCIAL","FRANKLIN","TN","Tennessee",47,"37064",187,7,9998,"JOHN JACOWAY","220 SOUTH ROYAL OAKS","2 ","K",2,1936,"99  ",0,12/2/1993 0:00:00,5,0
68600,6/30/2019 0:00:00,13208,"101381","2","MIDFLORIDA","Lakeland","FL","Florida",12,"33801",105,15,3980,"","129 S Kentucky Ave","2 ","B",7,1954,"99  ",1,5/20/1954 0:00:00,6,0
68601,6/30/2019 0:00:00,14475,"290490","2","WINGS FINANCIAL","APPLE VALLEY","MN","Minnesota",27,"55124",37,2,5120,"","14985 GLAZIER AVE","3 ","C",1,1938,"99  ",0,6/15/1938 0:00:00,6,0
68602,6/30/2019 0:00:00,11023,"913986","2","HALLCO COMMUNITY","GAINESVILLE","GA","Georgia",13,"30501",139,9,9998,"","POB 908237","2 ","F",2,1971,"99  ",0,5/31/1971 0:00:00,4,0
68603,6/30/2019 0:00:00,26429,"4197074","2","NUEVA ESPERANZA COMMUNITY","TOLEDO","OH","Ohio",39,"43697",95,9,1680,"","PO BOX 9875","1 ","H",6,2010,"99  ",1,6/29/2010 0:00:00,2,0
68604,6/30/2019 0:00:00,16291,"737696","2","CENTRAL MINNESOTA","MELROSE","MN","Minnesota",27,"56352",145,7,6980,"","20 4TH AVE SE","3 ","C",6,1939,"99  ",0,1/1/1939 0:00:00,6,0
68605,6/30/2019 0:00:00,13039,"650889","2","FIRST SERVICE","Houston","TX","Texas",48,"77094",201,7,3360,"","PO Box 941914","2 ","E",1,1977,"99  ",0,12/9/1977 0:00:00,6,0
68606,6/30/2019 0:00:00,8824,"370187","2","MOBILITY CREDIT UNION","Irving","TX","Texas",48,"75063-6006",113,24,1920,"","8384 N Belt Line Rd","2 ","N",1,1965,"99  ",0,1/1/1965 0:00:00,5,0
68607,6/30/2019 0:00:00,6149,"319083","2","GEORGIA UNITED","DULUTH","GA","Georgia",13,"30097-4356",135,7,520,"","6705 SUGARLOAF PKWY","2 ","F",2,1958,"99  ",0,1/1/1958 0:00:00,6,0
68608,6/30/2019 0:00:00,2593,"360272","2","TEXELL","Temple","TX","Texas",48,"76501",27,31,3810,"","P.O. Box 983","2 ","N",9,1948,"99  ",1,1/1/1948 0:00:00,5,0
68609,6/30/2019 0:00:00,2078,"674072","2","OUR COMMUNITY","SHELTON","WA","Washington",53,"98584",45,10,9998,"","PO BOX 1670","3 ","I",4,1941,"99  ",1,12/3/1941 0:00:00,5,0
68613,6/30/2019 0:00:00,2943,"863988","2","ONE NEVADA CREDIT UNION","LAS VEGAS","NV","Nevada",32,"89121-1238",3,1,4120,"","2645 S MOJAVE RD","3 ","G",4,1950,"99  ",0,1/1/1950 0:00:00,6,0
68615,6/30/2019 0:00:00,4816,"930189","2","NAVY ARMY COMMUNITY","CORPUS CHRISTI","TX","Texas",48,"78414-3146",355,27,1880,"","2730 RODD FIELD RD","2 ","H",1,1955,"99  ",1,1/1/1955 0:00:00,6,0
68616,6/30/2019 0:00:00,17429,"360393","2","DENVER COMMUNITY","DENVER","CO","Colorado",8,"80204-4034",31,1,2080,"","1075 ACOMA ST","3 ","E",2,1934,"99  ",1,1/13/1934 0:00:00,5,0
68617,6/30/2019 0:00:00,8703,"770488","2","AUTOTRUCK FINANCIAL","Louisville","KY","Kentucky",21,"40218",111,3,4520,"","3611 Newburg Rd","2 ","K",4,1965,"99  ",0,1/1/1965 0:00:00,5,0
68618,6/30/2019 0:00:00,6540,"897581","2","DOCO","ALBANY","GA","Georgia",13,"31708",95,2,120,"","PO BOX 71389","2 ","D",2,1959,"99  ",1,1/1/1959 0:00:00,5,0
68620,6/30/2019 0:00:00,13788,"699392","2","SOUNDVIEW FINANCIAL","Bethel","CT","Connecticut",9,"06801",1,0,1930,"","14 Research Dr","1 ","A",9,1980,"99  ",0,5/29/1980 0:00:00,3,0
68622,6/30/2019 0:00:00,6398,"576185","2","SNOCOPE","Everett","WA","Washington",53,"98201-4029",61,2,7600,"","3130 Rockefeller ","3 ","I",2,1959,"99  ",0,1/1/1959 0:00:00,4,0
68623,6/30/2019 0:00:00,1919,"182072","2","GCS","GRANITE CITY","IL","Illinois",17,"62040-4179",119,12,7040,"","3970 MARYVILLE ROAD","3 ","B",1,1941,"99  ",1,3/3/1941 0:00:00,5,0
68624,6/30/2019 0:00:00,10264,"290388","2","ALABAMA RURAL ELECTRIC","MONTGOMERY","AL","Alabama",1,"36124",101,3,5240,"","PO BOX 240547","2 ","M",2,1969,"99  ",1,1/1/1969 0:00:00,3,0
68628,6/30/2019 0:00:00,3444,"377186","2","FAMILY SAVINGS","Rainbow City","AL","Alabama",1,"35906-5932",55,4,2880,"","205 Rescia Ave","2 ","M",7,1951,"99  ",1,1/1/1951 0:00:00,5,0
68629,6/30/2019 0:00:00,2590,"484673","2","BLUE EAGLE","ROANOKE","VA","Virginia",51,"24018",161,6,6800,"","2121 ELECTRIC RD","1 ","S",1,1948,"99  ",1,1/1/1948 0:00:00,5,0
68631,6/30/2019 0:00:00,3326,"607388","2","COMMUNITY FINANCIAL","PLYMOUTH","MI","Michigan",26,"48170-1759",163,11,2160,"","PO BOX 8050","1 ","R",8,1951,"99  ",1,5/10/1951 0:00:00,6,0
68632,6/30/2019 0:00:00,520,"154378","2","LAFCU","LANSING","MI","Michigan",26,"48909-6188",45,7,4040,"","P.O. BOX 26188","1 ","Q",5,1936,"99  ",1,2/12/1936 0:00:00,6,0
68638,6/30/2019 0:00:00,8022,"396187","2","THE SOUTHERN","FAYETTEVILLE","GA","Georgia",13,"30214",113,3,520,"","PO BOX 1509","2 ","D",2,1963,"99  ",0,1/1/1963 0:00:00,5,0
68639,6/30/2019 0:00:00,5046,"737388","2","HAR-CO","BEL AIR","MD","Maryland",24,"21014-3249",25,1,720,"","30 N HICKORY AVE","1 ","C",2,1955,"99  ",0,1/1/1955 0:00:00,5,0
68640,6/30/2019 0:00:00,952,"202877","2","FIRST UNITED","GRANDVILLE","MI","Michigan",26,"49418",81,2,3000,"","3140 IVANREST AVE SW","1 ","Q",2,1937,"99  ",1,1/8/1937 0:00:00,3,0
68641,6/30/2019 0:00:00,3329,"271088","2","CORNERSTONE COMMUNITY FINANCIAL","AUBURN HILLS","MI","Michigan",26,"48326",125,11,2160,"","2955 UNIVERSITY DR","1 ","R",6,1951,"99  ",1,5/11/1951 0:00:00,5,0
68643,6/30/2019 0:00:00,243,"176875","2","FIVEPOINT","NEDERLAND","TX","Texas",48,"77627-8303",245,14,840,"","P.O. BOX 1366","2 ","E",1,1935,"99  ",1,1/1/1935 0:00:00,6,0
68644,6/30/2019 0:00:00,4927,"751085","2","PARK COMMUNITY CREDIT UNION, INC.","Louisville","KY","Kentucky",21,"40299-2465",111,4,4520,"","2515 Blankenbaker Pkwy","2 ","K",2,1955,"99  ",1,1/1/1955 0:00:00,6,0
68645,6/30/2019 0:00:00,13171,"25085","2","SUNCOAST","Tampa","FL","Florida",12,"33610",57,14,8280,"","6801 E Hillsborough Ave","2 ","B",5,1978,"99  ",1,4/13/1978 0:00:00,6,0
68646,6/30/2019 0:00:00,3815,"420989","2","FINANCIAL PLUS","FLINT","MI","Michigan",26,"48507-3263",49,5,2640,"","G3381 VAN SLYKE RD","1 ","Q",7,1952,"99  ",1,10/22/1952 0:00:00,6,0
68647,6/30/2019 0:00:00,8755,"835284","2","PARK SIDE FINANCIAL","Whitefish","MT","Montana",30,"59937-2988",29,1,9998,"","1300 Baker Ave","3 ","E",3,1965,"99  ",1,1/1/1965 0:00:00,5,0
68651,6/30/2019 0:00:00,14480,"626099","2","SPIRE","Falcon Heights","MN","Minnesota",27,"55113",123,4,5120,"","2025 Larpenteur Ave W","3 ","C",6,1934,"99  ",0,6/22/1988 0:00:00,6,0
68653,6/30/2019 0:00:00,6260,"127587","2","COASTHILLS","LOMPOC","CA","California",6,"93438-0200",83,24,7480,"","PO BOX 200","3 ","P",7,1958,"99  ",1,8/8/1958 0:00:00,6,0
68655,6/30/2019 0:00:00,4529,"49988","2","MEMBERS CHOICE FINANCIAL","Danville","PA","Pennsylvania",42,"17821",93,9,9998,"C/O MERCK & CO., INC","230 Walnut Street","1 ","F",8,1954,"99  ",1,1/1/1954 0:00:00,5,0
68656,6/30/2019 0:00:00,4497,"942481","2","OREGON STATE","Corvallis","OR","Oregon",41,"97339-0306",3,4,9998,"","PO Box 306","3 ","J",6,1954,"99  ",1,4/16/1954 0:00:00,6,0
68657,6/30/2019 0:00:00,424,"857772","2","NUTMEG STATE FINANCIAL","ROCKY HILL","CT","Connecticut",9,"06067",3,1,3280,"","520 CROMWELL AVENUE, PO BOX 66","1 ","A",8,1935,"99  ",0,1/1/1935 0:00:00,5,0
68658,6/30/2019 0:00:00,4037,"321282","2","FINANCIAL CENTER FIRST","INDIANAPOLIS","IN","Indiana",18,"46226",97,7,3480,"","7101 E 56TH ST","2 ","L",11,1953,"99  ",0,4/22/1953 0:00:00,6,0
68659,6/30/2019 0:00:00,44,"66873","2","AMERICAN EAGLE FINANCIAL","EAST HARTFORD","CT","Connecticut",9,"06128-0128",3,1,3280,"","PO BOX 280128","1 ","A",4,1935,"99  ",0,1/1/1935 0:00:00,6,0
68660,6/30/2019 0:00:00,5605,"725385","2","ROGUE","Medford","OR","Oregon",41,"97501",29,2,4890,"","P. O. Box 4550","3 ","J",2,1956,"99  ",1,1/1/1956 0:00:00,6,0
68661,6/30/2019 0:00:00,6918,"47788","2","MEMBERS HERITAGE","Lexington","KY","Kentucky",21,"40511-1829",67,6,4280,"","440 Park Pl","2 ","G",3,1960,"99  ",0,1/1/1960 0:00:00,5,0
68662,6/30/2019 0:00:00,1212,"687278","2","FINEX","East Hartford","CT","Connecticut",9,"06108",3,1,3280,"","616 Burnside Ave","1 ","A",7,1938,"99  ",0,1/1/1938 0:00:00,4,0
68663,6/30/2019 0:00:00,10400,"908889","2","IBM SOUTHEAST EMPLOYEES","BOCA RATON","FL","Florida",12,"33487",99,21,4900,"","P O BOX 5090","2 ","A",1,1969,"99  ",1,1/1/1969 0:00:00,6,0
68664,6/30/2019 0:00:00,5744,"667382","2","UNION SQUARE","Wichita Falls","TX","Texas",48,"76301",485,13,9080,"","1401 Holliday","2 ","C",6,1957,"99  ",1,1/1/1957 0:00:00,5,0
68665,6/30/2019 0:00:00,4731,"958585","2","SUPERIOR CREDIT UNION, INC","LIMA","OH","Ohio",39,"45807",3,4,4320,"","4230 ELIDA RD","1 ","G",2,1954,"99  ",1,1/1/1954 0:00:00,6,0
68666,6/30/2019 0:00:00,13670,"607294","2","TRANSCEND","LOUISVILLE","KY","Kentucky",21,"40261-0303",111,3,4520,"","P. O. BOX 18303","2 ","K",4,1934,"99  ",1,1/1/1934 0:00:00,5,0
68667,6/30/2019 0:00:00,15142,"562496","2","SOUTHPOINT FINANCIAL","Sleepy Eye","MN","Minnesota",27,"56085-4380",15,1,9998,"","924 Main St E","3 ","C",10,1936,"99  ",0,1/1/1936 0:00:00,5,0
68668,6/30/2019 0:00:00,2835,"11387","2","1ST NORTHERN CALIFORNIA","Martinez","CA","California",6,"94553",13,5,5775,"","PO Box 509","3 ","K",2,1949,"99  ",0,1/1/1949 0:00:00,6,0
68669,6/30/2019 0:00:00,14489,"542890","2","OREGONIANS","Milwaukie","OR","Oregon",41,"97267",5,5,6440,"","6915 SE Lake Rd","3 ","J",10,1937,"99  ",0,1/1/1937 0:00:00,5,0
68670,6/30/2019 0:00:00,4425,"410784","2","ROBINS FINANCIAL","WARNER ROBINS","GA","Georgia",13,"31095-6849",153,8,4680,"","PO BOX 6849","2 ","D",2,1954,"99  ",1,1/1/1954 0:00:00,6,0
68671,6/30/2019 0:00:00,5712,"660589","2","ENT","COLORADO SPRING","CO","Colorado",8,"80935-5819",41,5,1720,"","P. O. BOX 15819","3 ","F",3,1957,"99  ",0,3/7/1957 0:00:00,6,0
68672,6/30/2019 0:00:00,5142,"181084","2","CRANE","ODON","IN","Indiana",18,"47562",27,8,9998,"","ONE WEST GATE DRIVE","2 ","L",1,1955,"99  ",1,9/26/1955 0:00:00,6,0
68673,6/30/2019 0:00:00,4214,"147688","2","SOUTHEASTERN","Valdosta","GA","Georgia",13,"31604",185,8,9998,"","PO Box 2067","2 ","D",2,1953,"99  ",1,1/1/1953 0:00:00,5,0
68674,6/30/2019 0:00:00,18,"958071","2","CORNERSTONE COMMUNITY","FAIRFIELD","CT","Connecticut",9,"06825",1,4,8040,"","1515 BLACK ROCK TPKE","1 ","K",8,1934,"99  ",1,1/1/1934 0:00:00,3,0
68675,6/30/2019 0:00:00,26454,"4975021","2","JAFARI NO-INTEREST","Houston","TX","Texas",48,"77057",201,7,3360,"","2323 South Voss Raod, Suite 390","2 ","E",2,2016,"99  ",0,2/16/2016 0:00:00,1,0
68676,6/30/2019 0:00:00,14487,"112994","2","SMW FINANCIAL","LINO LAKES","MN","Minnesota",27,"55014",3,6,5120,"","700 APOLLO DRIVE","3 ","C",6,1954,"99  ",0,6/22/1988 0:00:00,4,0
68677,6/30/2019 0:00:00,4708,"956880","2","VOCAL","HELENA","MT","Montana",30,"59604",49,1,9998,"","PO BOX 7449","3 ","E",4,1954,"99  ",0,10/25/1954 0:00:00,3,0
68678,6/30/2019 0:00:00,2052,"667579","2","KELLOGG COMMUNITY","BATTLE CREEK","MI","Michigan",26,"49016",25,3,780,"","PO BOX 140","1 ","Q",2,1941,"99  ",1,10/10/1941 0:00:00,6,0
68679,6/30/2019 0:00:00,3508,"631682","2","ADVANTAGE ONE","BROWNSTOWN","MI","Michigan",26,"48134",163,12,2160,"","23670 TELEGRAPH RD","1 ","R",7,1952,"99  ",1,1/24/1952 0:00:00,5,0
68680,6/30/2019 0:00:00,12434,"520889","2","AMERICA'S FIRST NETWORK","Trumbull","CT","Connecticut",9,"06611-5403",1,4,5480,"","50 Commerce Dr","1 ","K",8,1976,"99  ",0,2/18/1976 0:00:00,3,0
68681,6/30/2019 0:00:00,9636,"583286","2","AMPLIFY","Austin","TX","Texas",48,"78727",453,17,640,"","3600 W Parmer Ln","2 ","N",9,1967,"99  ",0,1/1/1967 0:00:00,6,0
68682,6/30/2019 0:00:00,3554,"55288","2","MY COMMUNITY","Midland","TX","Texas",48,"79701-1610",329,11,5040,"","600 W Louisiana Ave","2 ","N",5,1952,"99  ",1,1/1/1952 0:00:00,5,0
68683,6/30/2019 0:00:00,4526,"1000388","2","COOSA VALLEY","ROME","GA","Georgia",13,"30165",115,14,9998,"","2010 REDMOND CIR NW","2 ","F",7,1954,"99  ",1,1/1/1954 0:00:00,5,0
68684,6/30/2019 0:00:00,50,"882578","2","MIDWEST MEMBERS","WOOD RIVER","IL","Illinois",17,"62095",119,12,7040,"","101 WESLEY DRIVE","3 ","B",4,1935,"99  ",1,1/14/1935 0:00:00,5,0
68685,6/30/2019 0:00:00,2163,"162775","2","CENTRICITY","Hermantown","MN","Minnesota",27,"55811",137,8,2240,"","4477 Lavaque Rd","3 ","C",10,1943,"99  ",1,1/1/1943 0:00:00,5,0
68686,6/30/2019 0:00:00,2258,"957878","2","BAYLANDS FAMILY","WEST POINT","VA","Virginia",51,"23181",101,1,9998,"","PO BOX 392","1 ","S",2,1946,"99  ",0,1/1/1946 0:00:00,4,0
68687,6/30/2019 0:00:00,9965,"39587","2","ROCK VALLEY","Loves Park","IL","Illinois",17,"61111",201,16,6880,"","1201 Clifford Ave","3 ","A",5,1968,"99  ",0,6/13/1968 0:00:00,5,0
68688,6/30/2019 0:00:00,5483,"677989","2","RAILROAD","IRONDALE","AL","Alabama",1,"35210",73,6,1000,"","P O BOX 100185","2 ","M",4,1956,"99  ",0,1/1/1956 0:00:00,5,0
68689,6/30/2019 0:00:00,14341,"868590","2","VALLEY FINANCIAL CREDIT UNION","BILLINGS","MT","Montana",30,"59104",111,1,880,"","PO BOX 20417","3 ","E",6,1949,"99  ",1,1/1/1949 0:00:00,5,0
68690,6/30/2019 0:00:00,2364,"607472","2","PFCU","PORTLAND","MI","Michigan",26,"48875",67,3,9998,"","9077 CHARLOTTE HWY","1 ","Q",5,1947,"99  ",1,1/1/1947 0:00:00,6,0
68691,6/30/2019 0:00:00,9626,"726485","2","COUNTRY FINANCIAL","MACCLENNY","FL","Florida",12,"32063-2608",3,5,9998,"","602 S 6TH ST","2 ","B",1,1967,"99  ",1,1/1/1967 0:00:00,4,0
68693,6/30/2019 0:00:00,4858,"690483","2","MERRIMACK VALLEY","LAWRENCE","MA","Massachusetts",25,"01843",9,6,2600,"","500 MERRIMACK ST","1 ","B",2,1955,"99  ",1,1/1/1955 0:00:00,6,0
68694,6/30/2019 0:00:00,14570,"613697","2","GULF WINDS","PENSACOLA","FL","Florida",12,"32534-3145",33,1,6080,"","220 E NINE MILE RD","2 ","B",6,1954,"99  ",1,1/1/1954 0:00:00,6,0
68695,6/30/2019 0:00:00,2320,"547372","2","COBALT","COUNCIL BLUFFS","IA","Iowa",19,"51503-5248",155,3,5920,"","1712 MADISON AVE","3 ","D",2,1946,"99  ",0,11/25/1946 0:00:00,6,0
68696,6/30/2019 0:00:00,5163,"194981","2","NORTHERN","WATERTOWN","NY","New York",36,"13601-1958",45,21,9998,"","138 FACTORY ST","1 ","L",6,1955,"99  ",0,1/1/1955 0:00:00,5,0
68697,6/30/2019 0:00:00,14815,"142599","2","ST. CLOUD FINANCIAL","SAINT CLOUD","MN","Minnesota",27,"56301",145,6,6980,"","3030 1ST ST S","3 ","C",4,1934,"99  ",0,9/19/1996 0:00:00,5,0
68698,6/30/2019 0:00:00,10322,"357281","2","GEMC","TUCKER","GA","Georgia",13,"30084-5313",89,6,9998,"","2100 E EXCHANGE PLACE STE 101","2 ","F",1,1969,"99  ",1,1/1/1969 0:00:00,5,0
68700,6/30/2019 0:00:00,1271,"702975","2","POTLATCH NO 1","LEWISTON","ID","Idaho",16,"83501",69,1,9998,"","1025 WARNER AVE","3 ","H",4,1938,"99  ",1,1/1/1938 0:00:00,6,0
68701,6/30/2019 0:00:00,7076,"440183","2","AUBURN UNIVERSITY","AUBURN","AL","Alabama",1,"36831-1610",81,3,9998,"","PO BOX 1610","2 ","M",2,1960,"99  ",1,1/1/1960 0:00:00,5,0
68702,6/30/2019 0:00:00,943,"78773","2","ADDITION FINANCIAL","LAKE MARY","FL","Florida",12,"32746",117,7,5960,"","1000 PRIMERA BLVD.","2 ","A",3,1937,"99  ",1,1/1/1937 0:00:00,6,0
68703,6/30/2019 0:00:00,5309,"214982","2","JOLT","SAGINAW","MI","Michigan",26,"48608-6338",145,4,6960,"","PO BOX 6338","1 ","Q",5,1956,"99  ",1,2/28/1956 0:00:00,5,0
81016,6/30/2019 0:00:00,21475,"1227279","3","CSX CHICAGO TERMINAL","Calumet City","IL","Illinois",17,"60409-5458",31,2,1600,"","1700 167th St","3 ","Q",1,0,"99  ",0,12/30/1899 0:00:00,2,0
81200,6/30/2019 0:00:00,21495,"163594","3","PEOPLES ENERGY","Chicago","IL","Illinois",17,"60601-6433",31,7,1600,"","200 E Randolph St Fl 22","3 ","Q",1,0,"99  ",0,12/30/1899 0:00:00,3,0
81402,6/30/2019 0:00:00,21516,"497691","3","MEMBERSALLIANCE","Rockford","IL","Illinois",17,"61108",201,17,6880,"","2550 S Alpine","3 ","Q",1,1938,"99  ",0,1/1/1938 0:00:00,5,0
81416,6/30/2019 0:00:00,21528,"780991","3","STALEY","DECATUR","IL","Illinois",17,"62526",115,13,2040,"","3330 N WOODFORD ST","3 ","Q",1,1930,"99  ",0,7/7/1930 0:00:00,5,0
81530,6/30/2019 0:00:00,21530,"1227514","3","CHAMPAIGN POSTAL","Champaign","IL","Illinois",17,"61826-3637",19,15,1400," ","PO Box 3637","3 ","Q",1,0,"99  ",0,1/1/1900 0:00:00,2,0
81553,6/30/2019 0:00:00,21535,"268798","3","EFFINGHAM HIGHWAY","Effingham","IL","Illinois",17,"62401",49,15,9998," ","P.O. Box 1161","3 ","Q",1,0,"99  ",0,1/1/1900 0:00:00,2,0
81688,6/30/2019 0:00:00,21543,"305198","3","UNITED EQUITY CREDIT UNION","Decatur","IL","Illinois",17,"62524",115,13,1400,"","PO Box 2108","3 ","Q",1,0,"99  ",0,12/30/1899 0:00:00,3,0
82504,6/30/2019 0:00:00,21562,"442794","3","BOISE FIRE DEPARTMENT","BOISE","ID","Idaho",16,"83719",1,1,1080,"","P.O. BOX 190990","3 ","Q",1,1940,"99  ",0,10/28/1940 0:00:00,2,0
82514,6/30/2019 0:00:00,21572,"381099","3","E.S.A.","BOISE","ID","Idaho",16,"83702-7689",1,2,1080,"","355 S 3RD ST STE B","3 ","Q",1,1940,"99  ",0,6/18/1940 0:00:00,2,0
82527,6/30/2019 0:00:00,21584,"932697","3","MINI-CASSIA EMPL.","Burley","ID","Idaho",16,"83318",31,2,9998,"","PO Box 524","3 ","Q",1,1955,"99  ",0,1/21/1955 0:00:00,1,0
82537,6/30/2019 0:00:00,21594,"1356012","3","ST. ALPHONSUS MEDICAL","BOISE","ID","Idaho",16,"83706",1,2,1080,"","999 N. CURTIS RD., SUTIE 516","3 ","Q",1,1959,"99  ",1,3/17/1959 0:00:00,2,0
82547,6/30/2019 0:00:00,21604,"817093","3","MEMBERS PREFERRED CREDIT UNION","IDAHO FALLS","ID","Idaho",16,"83403",19,2,9998,"","P.O. BOX 2200","3 ","Q",1,1968,"99  ",0,6/1/1968 0:00:00,3,0
82753,6/30/2019 0:00:00,21606,"1227578","3","BLUFFTON MOTOR WORKS/FRANKLIN ELECT","BLUFFTON","IN","Indiana",18,"46714-3737",179,3,2760,"","410 E SPRING ST","2 ","Z",99,1952,"99  ",0,1/1/1952 0:00:00,1,0
82762,6/30/2019 0:00:00,21615,"469296","3","HAMMOND FIREFIGHTERS ASSN.","Hammond","IN","Indiana",18,"46327-1818",89,1,2960,"","4949 Calumet Ave","2 ","Z",99,1938,"99  ",0,1/1/1938 0:00:00,1,0
82769,6/30/2019 0:00:00,21621,"465092","3","PROFESSIONAL POLICE OFFICERS","Indianapolis","IN","Indiana",18,"46201-3849",97,7,3480,"","1502 E Washington St","2 ","Z",99,1931,"99  ",0,1/1/1931 0:00:00,3,0
82770,6/30/2019 0:00:00,21622,"533290","3","INDIANAPOLIS POST OFFICE","Indianapolis","IN","Indiana",18,"46206",97,7,3480,"","PO Box 724","2 ","Z",99,1927,"99  ",0,1/1/1927 0:00:00,4,0
