"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3494,9/30/2013 0:00:00,1347000,"Community Development Financial Institutions Fund",,"Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3727,3/24/2014 0:00:00,150000,"Other","FHLBB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3734,3/19/2014 0:00:00,10450,"Other","VNADV","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3735,3/19/2014 0:00:00,7620,"Other","VNADV","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3736,10/30/2013 0:00:00,13267,"Other","VRRP","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3903,6/23/2014 0:00:00,27000,"National Federation of Community Development CUs",,"Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",3904,6/1/2014 0:00:00,300000,"Other","State of Vermont PSB","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4091,8/27/2014 0:00:00,2000000,"Community Development Financial Institutions Fund",,"Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4395,3/18/2015 0:00:00,4500,"Other","HUD","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4396,2/1/2015 0:00:00,110000,"Other","FHLBB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4397,1/26/2015 0:00:00,2500,"Other","North Country Federal Credit Union","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4669,9/10/2015 0:00:00,1653000,"Community Development Financial Institutions Fund",,"Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4670,7/31/2015 0:00:00,36000,"Other","HUD","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",4671,1/30/2015 0:00:00,13268,"Other","VRRP","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",5098,4/27/2016 0:00:00,13268,"Other","VRRP","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",5099,3/9/2016 0:00:00,150000,"Other","FHLB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",5669,2/16/2017 0:00:00,110000,"Other","FHLB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",6114,9/19/2017 0:00:00,686500,"Community Development Financial Institutions Fund",,"Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",6115,8/22/2017 0:00:00,36000,"Other","BALANCE","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",6116,8/10/2017 0:00:00,36470,"Other","HUD","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",6365,3/14/2018 0:00:00,110000,"Other","FHLB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",6960,11/6/2018 0:00:00,45000,"Other","HUD","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",7018,4/12/2019 0:00:00,100000,"Other","FHLBB-HOW","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",7019,2/13/2019 0:00:00,150000,"Other","FHLBB-EB","Pass Through"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",7020,12/11/2018 0:00:00,74619,"Other","EVT-Heat Saver","Program Grant"
67251,6/30/2019 0:00:00,23835,"OPPORTUNITIES",7021,12/16/2017 0:00:00,42500,"Other","SOV-ANR","Program Grant"
67263,6/30/2019 0:00:00,22450,"BELL",6650,9/12/2018 0:00:00,2837,"Association of Credit Union Leagues",,"Program Grant"
67269,6/30/2019 0:00:00,21685,"RHODE ISLAND",413,1/24/2011 0:00:00,5138,"Other","RI Department of Labor and Training","Not Collected"
67269,6/30/2019 0:00:00,21685,"RHODE ISLAND",1007,3/13/2012 0:00:00,3000,"Other","Credit Union Association of RI","Not Collected"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",4897,12/4/2015 0:00:00,1363,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",5064,3/8/2016 0:00:00,4800,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",5155,6/1/2016 0:00:00,5223,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",5455,8/26/2016 0:00:00,4242,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",5674,3/22/2017 0:00:00,2177,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",6037,9/8/2017 0:00:00,1315,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",6038,7/19/2017 0:00:00,4929,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",6545,6/13/2018 0:00:00,689,"Other","State of RI & Providence Plantations","Program Grant"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",6628,8/3/2018 0:00:00,3963,"Other","State of RI & Providence Plantations","Program Grant"
67316,6/30/2019 0:00:00,22530,"ALIVE",4765,7/29/2015 0:00:00,7500,"Other","Office of Small Credit Union Initiatives","Program Grant"
67316,6/30/2019 0:00:00,22530,"ALIVE",6249,11/27/2017 0:00:00,24000,"Other","NCUA CDRLF","Program Grant"
67323,6/30/2019 0:00:00,22488,"CITY-COUNTY EMPLOYEES",4449,6/5/2015 0:00:00,1200,"National Credit Union Foundation",,"Program Grant"
67342,6/30/2019 0:00:00,22590,"CONNECT CREDIT UNION",7033,1/18/2019 0:00:00,10000,"Other","NCUA- CDRLF Program","Program Grant"
67347,6/30/2019 0:00:00,22496,"BRIGHTSTAR",3836,8/7/2013 0:00:00,20000,"National Credit Union Foundation",,"Program Grant"
67371,6/30/2019 0:00:00,21713,"CORE",3528,9/13/2013 0:00:00,2000,"NCUA Technical Assistance Program",,"Program Grant"
67371,6/30/2019 0:00:00,21713,"CORE",4738,9/16/2015 0:00:00,3000,"NCUA Technical Assistance Program",,"Program Grant"
67371,6/30/2019 0:00:00,21713,"CORE",5176,4/7/2016 0:00:00,1995,"NCUA Technical Assistance Program",,"Program Grant"
67371,6/30/2019 0:00:00,21713,"CORE",6050,8/30/2017 0:00:00,10000,"Community Development Financial Institutions Fund",,"Program Grant"
67408,6/30/2019 0:00:00,22717,"FEDSTAR",4828,9/1/2015 0:00:00,5000,"NCUA Technical Assistance Program",,"Program Grant"
67408,6/30/2019 0:00:00,22717,"FEDSTAR",6953,12/1/2018 0:00:00,8750,"NCUA Technical Assistance Program",,"Program Grant"
67414,6/30/2019 0:00:00,22775,"FEDERAL EMPLOYEES",6817,10/29/2018 0:00:00,10000,"NCUA Technical Assistance Program",,"Program Grant"
67425,6/30/2019 0:00:00,22875,"CENTRAL TEXAS TEACHERS",6190,12/6/2017 0:00:00,1500,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
67427,6/30/2019 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",888,9/30/2011 0:00:00,5000,"Association of Credit Union Leagues",,"Not Collected"
67427,6/30/2019 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",3157,11/30/2012 0:00:00,5000,"Other","Shell FCU - donation night drop box","Not Collected"
67427,6/30/2019 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",3158,11/16/2012 0:00:00,2000,"Association of Credit Union Leagues",,"Not Collected"
67427,6/30/2019 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",4997,4/2/2015 0:00:00,4000,"National Credit Union Foundation",,"Program Grant"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",4202,11/21/2014 0:00:00,1056,"Other","NCUA OSCUI","Pass Through"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",4203,7/25/2014 0:00:00,1200,"Other","LSCU","Pass Through"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",4511,5/1/2015 0:00:00,3000,"Other","NCUA","Pass Through"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",5980,9/15/2017 0:00:00,7500,"Other","NCUA (OSCUI)","Program Grant"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",6794,11/26/2018 0:00:00,7500,"National Credit Union Foundation",,"Pass Through"
67431,6/30/2019 0:00:00,22558,"CALHOUN-LIBERTY EMPLOYEES",6795,10/29/2018 0:00:00,7500,"National Credit Union Foundation",,"Program Grant"
67434,6/30/2019 0:00:00,22576,"COMMUNITY SOUTH",6456,4/9/2018 0:00:00,519242,"Community Development Financial Institutions Fund",,"Program Grant"
67434,6/30/2019 0:00:00,22576,"COMMUNITY SOUTH",7016,3/7/2019 0:00:00,6731,"NCUA Technical Assistance Program",,"Program Grant"
67441,6/30/2019 0:00:00,23007,"CAPROCK SANTA FE",3343,6/5/2013 0:00:00,1280,"National Credit Union Foundation",,"Not Collected"
67468,6/30/2019 0:00:00,22690,"HIGHWAY DISTRICT 2",5491,10/20/2016 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
67468,6/30/2019 0:00:00,22690,"HIGHWAY DISTRICT 2",6181,10/26/2017 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
67468,6/30/2019 0:00:00,22690,"HIGHWAY DISTRICT 2",6448,5/22/2018 0:00:00,1750,"Other","Cornerstone Credid Union Foundation","Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",3288,4/30/2013 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",3606,11/25/2013 0:00:00,900,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",3848,6/23/2014 0:00:00,1285,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4073,7/2/2014 0:00:00,1000,"Other","Houston Chapter of Credit Unions","Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4378,1/23/2015 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4416,6/22/2015 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4417,6/15/2015 0:00:00,1719,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4720,7/10/2015 0:00:00,250,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",4721,7/1/2015 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",5114,6/16/2016 0:00:00,1701,"Association of Credit Union Leagues",,"Program Grant"
67477,6/30/2019 0:00:00,22694,"SHARED RESOURCES",5380,7/25/2016 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",3814,2/20/2014 0:00:00,1500,"Other","Cornerstone CCF","Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",5191,6/7/2016 0:00:00,1602,"Other","Cornerstone CU League","Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",5420,7/25/2016 0:00:00,3000,"Other","OSCUI","Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",6138,9/14/2017 0:00:00,7500,"Other","OSCUI","Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",6537,5/22/2018 0:00:00,3000,"Other","Cornerstone Foundation of Texas","Program Grant"
67483,6/30/2019 0:00:00,22934,"1ST UNIVERSITY",7058,3/29/2019 0:00:00,3000,"Other","Cornerstone Foundation of Texas","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",817,3/14/2011 0:00:00,1000,"Other","Texas Credit Union Foundation","Not Collected"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",1856,2/22/2012 0:00:00,1000,"Other","Texas Credit Union Foundation","Not Collected"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",3383,9/17/2013 0:00:00,1000,"Other","Texas Credit Union Foundation","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",3688,2/20/2014 0:00:00,750,"Other","Texas Credit Union Foundation","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",4263,2/19/2015 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",5132,4/15/2016 0:00:00,1500,"Cuna",,"Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",5608,12/29/2016 0:00:00,514,"Other","CORNERSTONE CREDIT UNION FOUNDATION","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",6337,11/30/2017 0:00:00,1500,"Other","Cornerstone Credit Union Foundation","Program Grant"
67485,6/30/2019 0:00:00,22883,"CORPUS CHRISTI S.P.",6834,5/22/2018 0:00:00,1750,"Other","CORNERSTONE CRDT UNION LEGUE","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",814,2/17/2010 0:00:00,1500,"Other","Texas Credit Union League","Not Collected"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",815,10/1/2010 0:00:00,1350,"Other","Community Investment Fund-TCUF","Not Collected"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",816,2/10/2011 0:00:00,500,"Other","TCUL Community Investment Fund","Not Collected"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",899,6/28/2012 0:00:00,1000,"Other","Community Investment Fund","Not Collected"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",3172,2/21/2013 0:00:00,1000,"Other","Texas Credit Union Foundation","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",3173,1/31/2013 0:00:00,500,"Other","Texas Credit Union Foundation","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",3952,6/19/2014 0:00:00,750,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",3953,2/20/2014 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",4257,2/12/2015 0:00:00,500,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",4260,2/19/2015 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",4626,7/17/2015 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",4989,2/22/2016 0:00:00,1500,"Other","Cornerston Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",5096,4/15/2016 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",5850,6/27/2017 0:00:00,1000,"Other","Cornertstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",5851,5/3/2017 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",6434,5/23/2018 0:00:00,2000,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",6972,2/11/2019 0:00:00,2000,"Other","Cornerstone Credit Union League","Program Grant"
67489,6/30/2019 0:00:00,22868,"ANGELINA FEDERAL EMPLOYEES",7218,8/5/2019 0:00:00,1100,"Other","Cornerstone Credit Union League","Program Grant"
67493,6/30/2019 0:00:00,22741,"UNITED ENERGY",810,5/13/2010 0:00:00,750,"National Credit Union Foundation",,"Not Collected"
67505,6/30/2019 0:00:00,21762,"1ST CHOICE",4341,9/30/2014 0:00:00,13000,"National Federation of Community Development CUs",,"Program Grant"
67505,6/30/2019 0:00:00,21762,"1ST CHOICE",6910,6/30/2018 0:00:00,16000,"Department of Health and Human Services",,"Program Grant"
67510,6/30/2019 0:00:00,22736,"BRAZOS COMMUNITY",3853,4/1/2014 0:00:00,1250,"Other","Cornerstone Credit Union League","Program Grant"
67517,6/30/2019 0:00:00,22778,"METRO MEDICAL",6224,11/10/2017 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67517,6/30/2019 0:00:00,22778,"METRO MEDICAL",6546,5/1/2018 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
67517,6/30/2019 0:00:00,22778,"METRO MEDICAL",7155,6/17/2019 0:00:00,2750,"Association of Credit Union Leagues",,"Program Grant"
67519,6/30/2019 0:00:00,22721,"LINKAGE",6502,6/15/2018 0:00:00,3000,"Association of Credit Union Leagues",,"Program Grant"
67520,6/30/2019 0:00:00,22710,"SWEETEX",6211,9/29/2017 0:00:00,1250,"Other","Cornerstone Credit Union Foundation","Pass Through"
67520,6/30/2019 0:00:00,22710,"SWEETEX",6874,5/22/2018 0:00:00,1750,"Other","Cornerston Credit Union Foundation","Program Grant"
67521,6/30/2019 0:00:00,22521,"GUARDIANS",5657,9/27/2016 0:00:00,1483000,"Community Development Financial Institutions Fund",,"Subsidy for Risk or ALL"
67527,6/30/2019 0:00:00,22966,"LONGVIEW CONSOLIDATED",6597,8/8/2018 0:00:00,7500,"Other","NCUA OSCUI","Program Grant"
67537,6/30/2019 0:00:00,22810,"LCRA",812,7/10/2009 0:00:00,2000,"Other","Texas Credit Union Foundation","Not Collected"
67542,6/30/2019 0:00:00,22661,"FIRST PRIORITY",5479,10/10/2016 0:00:00,1250,"Other","Cornerstone CU Foundation","Program Grant"
67542,6/30/2019 0:00:00,22661,"FIRST PRIORITY",5480,7/27/2016 0:00:00,15000,"Other","NCUA OSCUI","Program Grant"
67542,6/30/2019 0:00:00,22661,"FIRST PRIORITY",6087,8/30/2017 0:00:00,7500,"Other","NCUA OSCUI","Program Grant"
67542,6/30/2019 0:00:00,22661,"FIRST PRIORITY",7194,6/17/2019 0:00:00,2625,"Other","Cornerstone Credit Union Foundation","Program Grant"
67544,6/30/2019 0:00:00,22696,"BAYLOR HEALTH CARE SYSTEM",5874,4/25/2017 0:00:00,1000,"Other","Community Investment Fund","Program Grant"
67545,6/30/2019 0:00:00,22989,"MATAGORDA COUNTY",3876,6/19/2014 0:00:00,1500,"Other","Cornerstone CU FOUNDATION","Program Grant"
67549,6/30/2019 0:00:00,22757,"MIDWESTERN STATE UNIVERSITY",4870,11/19/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67549,6/30/2019 0:00:00,22757,"MIDWESTERN STATE UNIVERSITY",5513,11/15/2016 0:00:00,1250,"Association of Credit Union Leagues",,"Program Grant"
67549,6/30/2019 0:00:00,22757,"MIDWESTERN STATE UNIVERSITY",6185,11/15/2017 0:00:00,1500,"Association of Credit Union Leagues",,"Program Grant"
67549,6/30/2019 0:00:00,22757,"MIDWESTERN STATE UNIVERSITY",6802,12/12/2018 0:00:00,3000,"Association of Credit Union Leagues",,"Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",4461,7/1/2015 0:00:00,1000,"Other","Cornerstone Credit Union Foundation","Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",4462,4/2/2015 0:00:00,3000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",4922,7/31/2015 0:00:00,3000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",5243,7/25/2016 0:00:00,10000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",5966,9/13/2017 0:00:00,7500,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
67571,6/30/2019 0:00:00,22666,"WARD COUNTY",6218,11/22/2017 0:00:00,1500,"Other","Cornerstone Credit Union Foundation","Program Grant"
67578,6/30/2019 0:00:00,22991,"NCE",821,5/20/2011 0:00:00,2082,"Association of Credit Union Leagues",,"Not Collected"
67578,6/30/2019 0:00:00,22991,"NCE",4734,7/24/2015 0:00:00,2000,"Association of Credit Union Leagues",,"Program Grant"
67578,6/30/2019 0:00:00,22991,"NCE",5207,5/19/2016 0:00:00,2500,"Association of Credit Union Leagues",,"Program Grant"
67578,6/30/2019 0:00:00,22991,"NCE",5677,3/31/2017 0:00:00,1000,"Association of Credit Union Leagues",,"Program Grant"
67578,6/30/2019 0:00:00,22991,"NCE",6533,7/24/2018 0:00:00,779,"Association of Credit Union Leagues",,"Program Grant"
67582,6/30/2019 0:00:00,22769,"POLLOCK EMPLOYEES",4232,5/19/2014 0:00:00,450,"Other","NCUA","Program Grant"
67587,6/30/2019 0:00:00,22663,"UNITED",5486,10/20/2016 0:00:00,2000,"Other","Cornerstone Credit Union Foundation","Program Grant"
67587,6/30/2019 0:00:00,22663,"UNITED",6604,8/17/2018 0:00:00,3500,"Other","Cornerstone Credit Union Foundation","Program Grant"
67587,6/30/2019 0:00:00,22663,"UNITED",7099,6/10/2019 0:00:00,3200,"Other","Cornerstone Credit Union Foundations","Program Grant"
67592,6/30/2019 0:00:00,22711,"WEST TEXAS",1596,6/22/2012 0:00:00,118922,"Other","Texas Credit Union Foundation","Not Collected"
67592,6/30/2019 0:00:00,22711,"WEST TEXAS",1597,4/13/2012 0:00:00,5000,"Other","Texas Credit Union Foundation","Not Collected"
67592,6/30/2019 0:00:00,22711,"WEST TEXAS",6701,5/29/2018 0:00:00,7000,"Other","Cornerstone Credit Union Foundation","Program Grant"
67624,6/30/2019 0:00:00,22766,"OAK FARMS EMPLOYEES",4415,4/15/2015 0:00:00,750,"Other","Cornerstone Credit Union League","Program Grant"
67624,6/30/2019 0:00:00,22766,"OAK FARMS EMPLOYEES",5156,5/4/2016 0:00:00,1500,"Other","Cornerstone Credit Union League","Program Grant"
67624,6/30/2019 0:00:00,22766,"OAK FARMS EMPLOYEES",5769,6/7/2017 0:00:00,1000,"Other","Cornerstone Credit Union League","Program Grant"
