"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CEO","Fax","Phone","Preparer","President","Principal","ACCT_876","ACCT_830A","ACCT_830B","ACCT_830C","ACCT_830D","ACCT_830E","ACCT_830F","ACCT_830G","ACCT_830H","ACCT_830I","ACCT_830J","CEO_F","CEO_M","Preparer_F","Preparer_M","President_F","President_M","Principal_F","Principal_M","Acct_891","ACCT_893","ACCT_894","Acct_700","Acct_701","Acct_886A","Acct_886B","Acct_886C","Acct_886D","Acct_886E","Acct_886F","Acct_886G","Acct_887A","Acct_887B","Acct_887C","Acct_887D","Acct_887E","Acct_887F","Acct_887G","Acct_887H","Acct_887I","Acct_887J","Acct_887K","Acct_887L","Acct_889","Acct_711","Acct_887M","Acct_887N","Acct_887P","Acct_887Z","Acct_842","Acct_843","ACCT_830K","ACCT_830L","ACCT_830M","ACCT_830N","ACCT_830O","ACCT_830P","ACCT_830Q","ACCT_830R","ACCT_830S","ACCT_830T","ACCT_566A","CertifiedBy","CertifiedBy_F","CertifiedBy_M","Acct_879A","Acct_879B","Acct_879C","Acct_879D","Acct_879E","Acct_879F","Acct_879G","Acct_879H","Acct_879I","Acct_879J","Acct_879K","Acct_879L","Acct_879M","Acct_879N","Acct_879O","Acct_879P","Acct_879Q","Acct_879R","Acct_879S","Acct_879T","Acct_888","Extension","Acct_834A1","Acct_834B1","Acct_834C1","Acct_834D1","Acct_834E1","Acct_834F1","Acct_834G1","Acct_834H1","Acct_834I1","Acct_834J1","Acct_834K1","Acct_834L1","Acct_834M1","Acct_834N1","Acct_834O1","Acct_834P1","Acct_834Q1","Acct_834R1","Acct_834S1","Acct_834T1","Acct_566B","Acct_887R","ACCT_879A1","ACCT_879A2","ACCT_879A3","ACCT_879A4","ACCT_879A5","ACCT_879B1","ACCT_879B2","ACCT_879B3","ACCT_879B4","ACCT_879B5","ACCT_879C1","ACCT_879C2","ACCT_879C3","ACCT_879C4","ACCT_879D1","ACCT_879D2","ACCT_879D3","ACCT_879D4","ACCT_879D5","ACCT_879D6","ACCT_879D7","ACCT_879D8","ACCT_879U","ACCT_879V","ACCT_879W","ACCT_879X","ACCT_879Y","ACCT_886H","ACCT_887S","ACCT_887T","ACCT_887U","ACCT_845A","ACCT_845B","ACCT_845C","ACCT_845D","ACCT_845E","ACCT_845F","ACCT_845G","ACCT_845H","ACCT_845I","ACCT_845J","ACCT_845K","ACCT_845L","ACCT_845M","ACCT_845N","ACCT_845O","ACCT_845P","ACCT_845Q","ACCT_845R","ACCT_845S","ACCT_845T","ACCT_879D9","Acct_855A","Acct_855B","Acct_855C","Acct_855D","Acct_855E","Acct_855F","Acct_855G","Acct_855H","Acct_855I","Acct_855J","Acct_855K","Acct_855L","Acct_855M","Acct_855N","Acct_855O","Acct_855P","Acct_855Q","Acct_855R","Acct_855S","Acct_855T","BondProvider","MemberMinorityStatus","EligibleMinorityStatus","MemberAsianAmerican","MemberAfricanAmerican","MemberHispanicAmerican","MemberNativeAmerican","EligibleAsianAmerican","EligibleAfricanAmerican","EligibleHispanicAmerican","EligibleNativeAmerican","Acct_887V","Acct_879Q1","Acct_1027Z","Acct_1028Z","Acct_1029Z"
67394,6/30/2019 0:00:00,21700,"Gilmore","2294326374","2294391448","Cauley","Hammond",,"",,,,,,,,,,,"Janet","L","Judi",,"James","H",,,"http://www.membersunitedcreditunion",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","can request new loan application",,,,,,,,,,,,,"1","Cauley","Judi",,"0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","1","0",,,
67395,6/30/2019 0:00:00,21825,"Akin","7068863757","7068861441","Akin","Herron",,"",,,,,,,,,,,"Brian","K","Brian",,"Michael",,,,"http://www.ngcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Akin","Brian",,"0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","0","0","0","1","1","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67399,6/30/2019 0:00:00,21760,"Tallent","7064341625","7064341600","Tallent","Howard",,"",,,,,,,,,,,"Stacy","A","Stacy",,"Phil",,,,"http://hccu.coop",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Tallent","Stacy",,"0","1","1","1","1","0","1","1","0","0","0","0","0","1","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","1","1","1","1","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67403,6/30/2019 0:00:00,21803,"Lehman","2295593333","2295593311","LEHMAN","Waters, Jr.",,"",,,,,,,,,,,"Leah","W","LEAH",,"John","B",,,"http://www.southernpinecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","LEHMAN","LEAH",,"0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","1",,,
67407,6/30/2019 0:00:00,22812,"Jernigan","9038722291","9038722291","Jernigan","Brashear",,"",,,,,,,,,,,"Elaine",,"Elaine",,"Mike",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Jernigan","Elaine",,"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67408,6/30/2019 0:00:00,22717,"Borroni","9798466866","9798467456","Borroni","Buck",,"",,,,,,,,,,,"Mary Beth",,"Mary Beth",,"Patricia","A",,,"http://www.fedstarcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Borroni","Mary Beth",,"0","0","1","0","1","0","0","0","1","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","1","1","1","0","0","0","1","0","0","1","0","0","0","1","1","0","1","1","0","1","1","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67413,6/30/2019 0:00:00,22670,"Chism","2143613899","2143613800","Zamora","Johnston",,"",,,,,,,,,,,"Z. Suzanne",,"Carmen",,"Shyrl",,,,"http://www.thrcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"1","Zamora","Carmen",,"0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","1","1","1","1","1","0","1","1","1","0","0","0",,,
67414,6/30/2019 0:00:00,22775,"Jeans","9037924433","9037925433","Jeans","Norton",,"",,,,,,,,,,,"Leigh Anne",,"Leigh Anne",,"Douglas","E",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Jeans","Leigh Anne",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67416,6/30/2019 0:00:00,22654,"Massey","2545626994","2545629296","Massey","Pollard",,"",,,,,,,,,,,"Janis","L","Janis",,"Kenneth",,,,"http://www.myowncu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","0","0",,"1","1","1","0",,,,,,,,,,,,,"1","Massey","Janis",,"0","0","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","0","0","0","0","0","1","1","0","1","1","0","0","1","1","0","0","1","1","0","1","1","0","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67417,6/30/2019 0:00:00,22893,"Stokes","4098425187","4098422560","STOKES","Mcclelland",,"",,,,,,,,,,,"Darlene","C","DARLENE",,"Braddley",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"1","STOKES","DARLENE",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4098425167",,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","1",,,
67418,6/30/2019 0:00:00,24324,"Dechaine","5089927672","5089930011","Dechaine","Gardner",,"Mass Share Ins Corp",,,,,,,,,,,"Tyler","M","Tyler",,"Robert",,,,"http://www.StAnneCreditUnion.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Dechaine","Tyler",,"1","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67421,6/30/2019 0:00:00,22658,"Jeter","4322630644","4322633442","Jeter","Atkinson",,"",,,,,,,,,,,"Carol","I","Carol",,"Debbie",,,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Jeter","Carol",,"0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67425,6/30/2019 0:00:00,22875,"Revill","9038727243","9038746361","Smith","Haynie",,"",,,,,,,,,,,"Jim",,"Susan",,"Lori",,,,"http://www.cttcu.com",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Smith","Susan",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67427,6/30/2019 0:00:00,22689,"Jones","4099089448","4099089834","JONES","Rowlands",,"",,,,,,,,,,,"Rachel","J","RACHEL",,"Seth",,,,"http://www.ggecu.com",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","0","1","1","1","0","1","0","1","0","0",,"1","0","0","0",,,,,,,,,,,,,"0","JONES","RACHEL",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
67428,6/30/2019 0:00:00,22646,"Whitcomb","5124742731","5124741955","Broddrick","Burrell",,"Excess Share Insurance",,,,,,,,,,,"Gary",,"Marc",,"David",,,,"http://www.pecutx.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","Broddrick","Marc",,"1","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67431,6/30/2019 0:00:00,22558,"Flowers","8506748933","8506744527","Edenfield","Dawson",,"",,,,,,,,,,,"Thomas","G","Sonya",,"Annie Jo",,,,"http://www.clecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","0","0","1","1","0","1","1","1","0","0",,"1","0","1","0",,,,,,,,,,,,,"1","Edenfield","Sonya",,"0","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67432,6/30/2019 0:00:00,22494,"Cannon","3523777437","3523728225","St Croix","Hillard",,"",,,,,,,,,,,"Timothy",,"Andrew",,"Ralph","W",,,"http://www.alliancecufl.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"0","St Croix","Andrew",,"1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","0",,,
67434,6/30/2019 0:00:00,22576,"Page","8506384055","8506388376","GOULD","Carter",,"",,,,,,,,,,,"Jan","L","RUTH",,"Ira","J",,,"http://www.communitysouth.net",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","0","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","GOULD","RUTH",,"0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","1","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67436,6/30/2019 0:00:00,22809,"Connell","9722856801","9722858951","Buentello","Smith",,"",,,,,,,,,,,"Lisa","J","Raul",,"Keith",,,,"http://www.mesquitecu.org",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Buentello","Raul",,"0","1","1","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","1","1",,,
67439,6/30/2019 0:00:00,22770,"Nelson","3256760560","3256768925","Nelson","Chapman",,"",,,,,,,,,,,"Toni","L","Toni",,"Russell",,,,"http://www.txdotcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0",,"0","1","0","0",,,,,,,,,,,,,"0","Nelson","Toni",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67440,6/30/2019 0:00:00,22760,"CHANDLER","9366347978","9366347922","DAVIS","RHOADES",,"",,,,,,,,,,,"GAYLE",,"PHYLLIS",,"STEPHEN",,,,"http://actcu.net",,,"Well Capitalized","Well Capitalized","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","DAVIS","PHYLLIS",,"0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67441,6/30/2019 0:00:00,23007,"Wright","8068283534","8068285825","Wright","Simmons",,"",,,,,,,,,,,"Ann Marie",,"Ann Marie",,"Rodney","D",,,"http://www.csfcu.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","0","0","1","0","0","1","1","0","1","0","1","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Wright","Ann Marie",,"0","0","0","0","1","0","0","0","1","0","0","0","0","1","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","1","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67444,6/30/2019 0:00:00,22501,"Rappaport","9545723119","9543355100","Schindler","Ekle",,"",,,,,,,,,,,"Nancy",,"Birgitta",,"Barry",,,,"http://www.priorityonefl.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","1","1","0",,,,,,,,,,,,,"1","Schindler","Birgitta",,"0","1","1","0","1","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67446,6/30/2019 0:00:00,22823,"Hardin","3256746774","3256742486","hardin","Cardot",,"",,,,,,,,,,,"Lycia","R","lycia",,"Joe",,,,"http://acucreditunion.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","hardin","lycia",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67452,6/30/2019 0:00:00,22682,"BOTKIN","5124542925","5124544636","HARPER","NISSEN",,"ESI",,,,,,,,,,,"TAMMY",,"LESLIE",,"TIMOTHY","J",,,"http://thcu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","0","1","1","1","0","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"0","HARPER","LESLIE",,"0","1","1","1","1","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Other","0","0","0","0","0","0","0","0","0","0","0","0",,,
67456,6/30/2019 0:00:00,22834,"Douglas","8172932886","8172938412","Douglas","Rudzavice",,"",,,,,,,,,,,"Charlotte","R","Charlotte",,"Robert",,,,"http://epcreditunion.com",,,"Well Capitalized","Well Capitalized","1","0","0","0","1","0","0","1","1","1","1","0","1","1","0","1","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Douglas","Charlotte",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","1",,,
67458,6/30/2019 0:00:00,22904,"Riley","9795328099","9795321930","Koutny","Tugwell",,"",,,,,,,,,,,"Robert","J","Sandra",,"Emmett","A",,,"https://wctcu.org/",,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Koutny","Sandra",,"0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67462,6/30/2019 0:00:00,22767,"Flowers","4099857198","4099820891","Flowers","Coles",,"",,,,,,,,,,,"Belinda","M","Belinda",,"Bryan","K",,,,,,"Well Capitalized","Well Capitalized","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0",,,,,,,,,,,,,"0","Flowers","Belinda",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","0","0","0","0","0","0","0","0","0","0","0",,,
67465,6/30/2019 0:00:00,22957,"Gutierrez","2814649230","7138526700","Nguyen","Wright",,"Excess Share Insurance",,,,,,,,,,,"Jesse",,"Diana",,"Rudy",,,,"http://www.tbacu.org",,,"Well Capitalized","Well Capitalized","1","0","0","1","1","0","0","1","1","1","1","1","1","1","0","1","1","1","0","0",,"0","0","1","0",,,,,,,,,,,,,"1","Nguyen","Diana",,"1","0","1","1","1","0","1","1","0","0","0","0","0","0","1","1","1","0","1","0","0",,,,,,,,,,,,,,,,,,,,,,"1","1","1","0","0","1","1","0","0","1","1","0","1","1","0","1","0","0","0","0","0","0","0","1","1","1","1","1","1","1","0","0","1","","","","","","","","","","","","","","","","","","","","","0"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","CUMIS","0","1","0","0","0","0","0","0","1","0","0","0",,,
